Unnamed: 0.1,Unnamed: 0,originp,responp,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Label,traffic_category_Background,traffic_category_Benign,traffic_category_Bruteforce,traffic_category_Bruteforce-XML,traffic_category_Probing,traffic_category_XMRIGCC CryptoMiner
504653.75,326785.3,47901.125,72.75398,1.0107877,73.126434,32.298515,3.7549129,4.139523,38.533333,18.269737,186.32,0.9783919,1133.393,7.8673964,7.6709642,1154.176,7.576867,8.124284,0.02316624,0.021198332,0.234074,0.7235803,9.703216,91.8332,0.015740395,0.0010022819,2.336502e-05,0.00031256676,44.062073,335.86337,117.97748,42.961514,2.806962,93.58336,191.51755,176302.86,57.44958,16.389048,35.30424,35.436188,18836.402,31.888414,66.24727,13848.663,158781.2,5236917.5,175952.64,222409.4,36441.0,559670.0,3628.4226,288841.97,148161.42,7879.6636,1452207.6,18345538.0,131417.81,8416.893,317203.66,0.8216521,48.442207,203.87527,16627.117,158.82713,276.63455,0.025555477,0.4021147,682.38104,1409170.1,4023633.0,2416488.8,86478.29,10059134.0,1593559.1,49079.12,786829.5,1203701.9,344340.1,18.149273,59.381905,3.0487816,70.40713,2.3841858e-07,0.00016534328,0.9999364,0.00050511956,0.00011572242,0.0013261139,0.005663663
485571.03,310051.56,48025.773,120.35905,1.4239149,79.66113,21.983639,3.7466662,10.567959,42.853333,18.233553,247.45334,0.9588942,1518.3469,7.844836,7.7517557,2010.6913,7.4609756,8.294279,0.03271669,0.019619048,0.2070874,0.4818371,11.114009,257.57285,0.014570355,0.0011225641,5.2571297e-05,0.00031667948,48.27261,166.29147,314.3763,44.177425,2.621571,81.51454,154.94026,218566.72,42.66931,16.140358,40.962227,52.19106,33281.17,32.023327,46.32853,17593.678,152455.33,3384843.2,124643.91,149167.16,38699.316,464147.53,11921.96,283125.3,109920.84,10233.298,987765.3,11442636.0,101951.805,8244.034,150551.66,0.90593845,19.908213,238.29004,13753.136,245.46681,439.87384,0.03538184,0.57549584,1307.3091,1103257.8,1618534.2,4089832.0,162391.36,5527828.0,2272993.5,65260.13,531185.6,1897527.5,359046.88,36.298546,63.918945,2.8417535,94.94191,6.556511e-07,0.00027510524,0.99988496,0.00062686205,0.00015673041,0.001146555,0.0033288598
209046.2,25445.652,39920.633,95.879906,9.558424,125.86109,1855.8595,1.8201426,258.16016,947.80664,258.17764,531.6067,1.0322402,61949.812,7.7944355,8.276947,1947.4188,8.002699,7.394035,0.00095397234,0.011218131,0.01805991,3.1707,25.461449,165.07785,0.0022615194,0.00015103817,0.0037720203,0.00051629543,41.83387,93.71372,16164.124,34.459217,2.1559339,112.48895,90.171875,106039.32,242.27386,94.38269,38.824554,63.7381,100622.76,74.99316,113.72282,101691.34,159603.2,3085753.8,193307.55,84827.125,64337.55,630898.6,55424156.0,270083.78,252724.8,199530.97,227776.08,13551813.0,198009.22,288544.53,26581.36,35.585575,6.267469,286.17233,20803.52,20.77734,10294.46,0.060489208,10.947379,641.0552,10582.917,1711977.8,2423451.8,14927484.0,3605349.0,3937057.0,1259.8136,512002.53,914564.75,2520243.8,181674.22,107.87726,14.07791,107.92609,0.00042450428,0.0006996691,0.9987455,0.00028267503,6.1541796e-05,0.0005312562,0.00037747622
500476.25,323336.3,58547.5,57.4018,1.1865094,81.82964,34.792007,3.0332174,4.655746,39.84,26.569078,223.09334,0.9579622,1087.1245,7.8988647,7.6342874,1048.5143,7.776706,7.730709,0.020532757,0.020656139,0.2355361,0.67280483,10.734292,101.390236,0.015573025,0.0008124709,2.0384789e-05,0.00030577183,40.198257,299.1172,131.10529,45.557682,2.8076818,71.04327,195.31213,211127.05,78.43415,16.906702,30.621918,41.6296,20048.55,38.629715,55.96897,17380.262,196316.5,4726858.5,204831.3,192135.86,44560.184,502174.25,6220.153,251521.11,141319.77,11230.477,1639508.9,19486434.0,166687.84,8210.792,273077.47,0.7943009,28.552486,206.24161,22972.623,163.9608,283.6958,0.028329477,0.41774857,650.1267,1317960.9,2918900.2,3158051.8,100956.555,9670569.0,2062129.0,43182.12,920208.94,1225983.1,343732.53,18.149273,61.28422,2.4745717,66.46383,1.7881393e-07,0.00016611814,0.9999287,0.00047758222,0.000118047,0.0011465847,0.005138874
225306.17,44073.75,53722.953,61.395084,2.5845065,136.82033,294.1931,0.56241816,79.215866,189.25333,108.63816,413.82666,0.987204,9920.705,7.8596754,8.126952,1279.7858,7.836468,7.8102207,0.0021211803,0.010368168,0.018892586,0.40196288,8.745162,80.91365,0.0016710758,7.0780516e-05,0.00040078163,0.00021851063,37.343273,36.469116,4881.124,36.407246,1.3862919,98.6848,76.88112,221628.14,195.78334,44.30428,31.607708,95.29611,58000.344,78.53788,36.365627,31682.07,172853.58,1251821.8,77603.13,46120.05,58310.49,267393.22,7895447.5,74959.45,58905.637,62484.953,231510.84,6081314.0,79642.23,57718.21,21962.44,3.4060605,1.2426453,224.48297,21244.068,24.6901,2131.6643,0.03170629,1.0270474,452.56882,25932.709,367878.62,6076511.5,2633088.0,1118739.5,4240955.0,3457.7861,227123.84,308309.38,894458.7,10889.563,96.223145,6.3983397,120.070435,2.8073788e-05,0.00095775723,0.9983784,0.0002143681,4.813075e-05,0.00034615397,0.00024244189
395289.3,218428.14,53292.055,54.857418,0.93977344,82.00468,27.593996,0.48360422,17.356777,28.746666,31.276316,340.75333,0.9701711,1280.7119,7.8917236,7.890912,1111.7866,7.7342105,7.8435907,0.012926012,0.01683405,0.056228638,0.056665927,2.8391109,77.857735,0.0035235882,8.201599e-05,4.2319298e-05,0.00012606382,41.778393,31.893997,579.3506,49.138325,1.3488537,53.960682,82.99288,229284.08,88.52087,15.690093,33.77277,66.06695,32804.973,57.684387,15.0177765,12293.356,131503.11,681633.8,48007.617,25310.514,34996.56,179501.11,120774.63,36331.02,19949.467,18147.178,332438.9,3542940.8,46700.43,7745.403,28122.22,0.39742956,0.79206306,132.49423,11326.111,90.280304,427.82822,0.016505301,0.13267672,999.88477,262930.75,123905.75,6811428.0,266869.66,712435.06,2499741.8,42601.355,123327.71,301573.2,270922.47,84.69661,78.88747,2.6425378,146.16965,1.1920929e-06,0.00092449784,0.99923027,0.00023946166,7.43866e-05,0.00030264258,0.00035005808
89660.59,74660.445,61577.848,673.7349,0.018660698,0.0,0.07792163,0.68870896,16.17823,2.6866667,0.029605264,0.0,0.006222725,13.325326,7.67795,8.642099,2.8051808,0.05357623,0.15023589,0.0021399558,0.030292928,0.0029569864,0.051128924,3.4583406,0.42821753,0.0016912222,1.7881393e-07,0.004033804,0.004198611,24.351343,4.9129486,603.0152,32.45751,1.0376489,0.31393915,24.410128,0.0,6.3656173,0.0,29.030321,0.0,708808.6,32.562668,1.0148101,19739.535,8.934849,518.3527,3189.6648,9.972622,0.0,125.08788,2668445.5,608.572,359.6886,6872.709,10435.902,566041.1,12364.093,104057.664,9.76,1.502641,0.0,0.0,0.0,0.5148368,78.504395,4.5344234e-05,0.015211344,667.26184,45.61602,0.0,0.0,41086.973,130.43483,0.0,56128.715,173693.45,679316.94,2814.477,102.84588,59.463936,0.0,87.14906,9.536743e-07,0.99983335,0.00019183755,0.0,2.2143126e-05,0.0,0.0
321344.34,143459.28,48466.19,46.484207,0.8822363,96.02706,42.798454,0.25858983,27.554615,35.586666,32.789474,338.49335,0.9701897,1668.9971,7.7743173,7.900813,934.1252,7.7731133,7.7908516,0.010411441,0.013987362,0.033566058,0.034517914,2.304587,52.72915,0.0020614862,3.20971e-05,8.08239e-05,0.00010508299,39.831802,16.621628,1326.7716,44.450417,1.076707,66.77385,71.28838,234166.95,110.54883,20.508823,31.947409,86.470604,39433.31,71.24653,12.224651,12243.656,123184.76,480512.97,32767.105,14925.69,37531.055,150150.12,461846.34,22072.346,15061.487,25369.389,206073.33,2378202.2,37522.99,11674.616,14001.94,0.43873543,0.28477287,121.94861,11175.524,69.72361,627.20447,0.013923347,0.11098647,1109.7511,135981.36,49765.2,8583203.0,489521.9,371869.7,2891810.5,34756.56,73837.586,187576.45,332849.9,254.08983,81.53391,2.8886278,170.26303,3.3676624e-06,0.0017159879,0.9979287,0.00017669797,7.349253e-05,0.00019133091,0.00015425682
209300.58,27343.86,51939.645,82.16799,8.857611,155.63676,1101.0034,1.2505381,220.24211,621.3933,202.0296,493.44,1.0242219,45038.863,7.8504777,8.189467,2032.5093,7.9492927,7.4349833,0.0011368096,0.009518206,0.019453168,1.8705647,26.585993,176.9317,0.002871275,0.00015351176,0.002401948,0.0004696846,42.5883,72.5901,14943.93,34.351288,1.9269853,115.13303,91.19828,203817.14,287.4018,79.826904,37.539856,89.306816,126847.49,78.06126,74.17752,116057.47,223156.78,2800659.8,196659.86,86293.09,76948.92,536010.5,56611684.0,206821.62,172900.42,216426.8,277042.84,12688238.0,216626.12,186301.88,24236.52,19.955206,3.3648813,368.14014,27839.486,30.478336,8449.399,0.06729618,7.269332,572.51465,14574.319,1025656.7,5131438.5,12489265.0,3124175.0,6018473.5,1742.2954,532945.8,955499.94,2268575.8,107933.73,98.57662,9.283061,135.7284,0.00018337369,0.00060227513,0.9988652,0.00038006902,5.7548285e-05,0.00051650405,0.00038078427
375060.06,197372.27,59362.023,51.364025,0.72724885,108.29908,29.912165,0.34965587,16.08083,24.46,45.81579,440.30667,0.9628528,1125.99,7.9277554,7.8445063,970.2809,7.816415,7.8448873,0.011129379,0.019524455,0.0546059,0.051246732,2.4798405,51.347176,0.0025607347,5.3346157e-05,2.5987625e-05,0.00010097027,38.213608,28.614578,521.65735,57.076023,1.3699126,49.68788,87.23263,266823.66,99.51196,16.72123,29.193773,91.46848,25156.89,77.40781,14.160411,8486.947,135175.33,555674.1,37688.645,22252.244,38193.395,142073.03,130104.87,26950.7,15273.515,14703.491,316114.94,3294131.5,33453.832,7396.3613,31131.96,0.33770347,0.58865386,138.77017,14986.673,65.237175,341.01645,0.0146728605,0.088169456,721.69104,214680.4,113678.52,8640174.0,217565.3,560869.75,3133794.2,32290.541,97148.6,179285.78,228669.56,84.69661,87.809204,3.2323725,128.08594,8.046627e-07,0.00094366074,0.9990939,0.00020253658,6.592274e-05,0.0002849102,0.00030773878
